genome,locus,index_locus,class,type,tm,p2rp_description
GCA_017115105.1,HWQ36_21845,5905,HK,Unorthodox,3,"Histidine kinase, Unorthodox contains 3 GAF,1 CHASE3,1 PAS,1 HisKA,1 HATPase_c,2 Response_reg,1 Hpt"
GCA_017115105.1,HWQ36_21865,5909,HK,Unorthodox,0,"Histidine kinase, Unorthodox contains 1 HisKA,1 HATPase_c,1 Response_reg,1 Hpt"
GCA_017115105.1,HWQ36_21875,5911,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCA_017115105.1,HWQ36_11290,5936,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 CHASE3,1 HAMP,1 HisKA,1 HATPase_c,3 Response_reg"
GCA_017115105.1,HWQ36_11485,5975,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCA_017115105.1,HWQ36_12290,5991,HK,Classic,13,"Histidine kinase, Classic contains 1 PAS_4,1 HisKA,1 HATPase_c"
GCA_017115105.1,HWQ36_12665,6065,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_017115105.1,HWQ36_15630,6115,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_017115105.1,HWQ36_27290,6131,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_017115105.1,HWQ36_25460,6180,HK,Hybrid,3,"Histidine kinase, Hybrid contains 2 PAS_4,3 GAF,1 PAS_3,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_017115105.1,HWQ36_25495,6187,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,1 GAF,4 PAS_3,1 PAS_4,1 HisKA,1 HATPase_c"
GCA_017115105.1,HWQ36_25600,6208,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_017115105.1,HWQ36_25605,6209,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,1 PAS,1 HisKA_3,1 HATPase_c"
GCA_017115105.1,HWQ36_25640,6216,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_017115105.1,HWQ36_25645,6217,HK,Classic,5,"Histidine kinase, Classic contains 1 HisKA_3,1 HATPase_c"
GCA_017115105.1,HWQ36_05245,6234,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,2 PAS,3 GAF,1 PAS_4,2 PAS_3,1 HisKA,1 HATPase_c"
GCA_017115105.1,HWQ36_05370,6259,HK,Classic,0,"Probable incomplete histidine kinase contains 1 Pkinase,1 GAF,1 PAS_4,1 HATPase_c"
GCA_017115105.1,HWQ36_02365,6267,HK,Classic,0,"Histidine kinase, Classic contains 1 S_TKc,2 GAF,3 PAS_4,1 HisKA_3,1 HATPase_c"
GCA_017115105.1,HWQ36_02370,6268,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_017115105.1,HWQ36_02380,6270,HK,Classic,1,"Histidine kinase, Classic contains 1 HAMP,2 PAS_4,1 HisKA_3,1 HATPase_c"
GCA_017115105.1,HWQ36_02385,6271,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_017115105.1,HWQ36_02580,6310,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_017115105.1,HWQ36_02585,6311,HK,Classic,2,"Histidine kinase, Classic contains 1 S_TKc,1 GAF,2 PAS_4,1 HisKA_3,1 HATPase_c"
GCA_017115105.1,HWQ36_17020,6356,HK,Classic,0,"Probable incomplete histidine kinase contains 1 S_TKc,1 GAF,1 HATPase_c"
GCA_017115105.1,HWQ36_17030,6358,HK,Classic,2,"Histidine kinase, Classic contains 1 GAF,1 PAS,1 HisKA,1 HATPase_c"
GCA_017115105.1,HWQ36_01950,6453,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_017115105.1,HWQ36_09025,6537,RR,CheY,0,"Response regulator, CheY family contains 1 REC"
GCF_002914585.1,CQ839_RS00605,117,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS00615,119,HK,Hybrid,1,"Histidine kinase, Hybrid contains 1 CheB_methylest,1 MeTrc,1 PAS_4,1 PAS,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS00760,149,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_002914585.1,CQ839_RS00820,162,HK,Classic,13,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS00945,187,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCF_002914585.1,CQ839_RS01420,285,HK,Classic,13,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS01950,389,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS02110,422,RR,VieA,0,"Response regulator, VieA family contains 1 Response_reg,1 EAL"
GCF_002914585.1,CQ839_RS02615,523,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS02930,589,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,2 PAS_4,3 PAS_3,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS02995,602,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS03000,603,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCF_002914585.1,CQ839_RS03005,604,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCF_002914585.1,CQ839_RS03410,686,HK,Hybrid,0,"Histidine kinase, Hybrid contains 4 CBS,1 PAS_3,1 PAS_4,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS03415,687,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCF_002914585.1,CQ839_RS03420,688,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS03440,692,HK,CheA,0,"Histidine kinase, CheA contains 1 Hpt,1 H-kinase_dim,1 HATPase_c,1 CheW,1 Response_reg"
GCF_002914585.1,CQ839_RS03580,721,HK,Classic,1,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS03610,727,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS03905,778,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 CBS,1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS03910,779,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS03915,780,HK,Hybrid,0,"Histidine kinase, Hybrid contains 4 CBS,2 GAF,1 PAS_3,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS03920,781,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS,1 GAF,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS03925,782,HK,Classic,0,"Histidine kinase, Classic contains 4 CBS,1 GAF,1 PAS_4,4 PAS_3,3 PAS,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS03930,783,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS03935,784,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,2 PAS_3,1 GAF,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS03990,795,HK,Classic,2,"Histidine kinase, Classic contains 1 GAF,1 PAS,1 PAC,1 PAS_3,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS04005,798,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_002914585.1,CQ839_RS04145,825,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCF_002914585.1,CQ839_RS04265,847,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS04335,861,HK,Hybrid,4,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS04345,863,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_002914585.1,CQ839_RS04480,891,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 PAS_4,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS04485,892,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS04490,893,RR,OmpR,0,"Response regulator, OmpR family contains 2 Response_reg,1 Trans_reg_C,1 Hpt"
GCF_002914585.1,CQ839_RS04690,932,HK,Classic,0,"Histidine kinase, Classic contains 1 S_TKc,1 GAF,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS04695,933,HK,Classic,1,"Histidine kinase, Classic contains 1 S_TKc,1 GAF,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS04700,934,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS04705,935,HK,Hybrid,1,"Histidine kinase, Hybrid contains 1 Cache_1,1 HAMP,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS04710,936,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS04715,937,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 PAS_4,1 GGDEF"
GCF_002914585.1,CQ839_RS04905,975,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS05115,1016,HK,Unorthodox,0,"Histidine kinase, Unorthodox contains 1 GAF,2 PAS_3,1 HisKA,1 HATPase_c,2 Response_reg,1 Hpt"
GCF_002914585.1,CQ839_RS05125,1018,HK,Unorthodox,0,"Histidine kinase, Unorthodox contains 2 Response_reg,1 PAS_4,1 HisKA,1 HATPase_c,1 Hpt"
GCF_002914585.1,CQ839_RS05260,1047,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCF_002914585.1,CQ839_RS05265,1048,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS05270,1049,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS05285,1052,HK,CheA,0,"Histidine kinase, CheA contains 1 Hpt,1 H-kinase_dim,1 HATPase_c,1 CheW,1 Response_reg"
GCF_002914585.1,CQ839_RS05515,1101,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_002914585.1,CQ839_RS05930,1178,HK,Hybrid,1,"Histidine kinase, Hybrid contains 2 CBS,2 PAS,2 PAS_3,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS05935,1179,HK,Hybrid,1,"Histidine kinase, Hybrid contains 3 PAS_4,1 PAS,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS05940,1180,HK,Classic,0,"Histidine kinase, Classic contains 2 CBS,4 PAS_3,1 GAF,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS05945,1181,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS05950,1182,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,2 PAS_3,1 GAF,1 PAS_4,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS05955,1183,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 PAS_4,1 PAS_3,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS06075,1206,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS06215,1233,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 PAS_2,1 GAF,1 PHY,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS06610,1312,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS06810,1352,HK,Classic,2,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS06975,1385,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 PAS,1 HisKA,1 HATPase_c,2 Response_reg"
GCF_002914585.1,CQ839_RS07440,1475,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,1 GAF,2 PAS,5 PAS_3,1 PAS_4,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS07450,1477,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS07455,1478,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS07495,1486,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCF_002914585.1,CQ839_RS07520,1491,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_002914585.1,CQ839_RS07605,1508,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS08040,1592,HK,CheA,0,"Histidine kinase, CheA contains 1 Hpt,1 H-kinase_dim,1 HATPase_c,1 CheW,1 Response_reg"
GCF_002914585.1,CQ839_RS08055,1595,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS08420,1668,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_002914585.1,CQ839_RS08425,1669,HK,Classic,2,"Histidine kinase, Classic contains 1 HisKA_3,1 HATPase_c"
GCF_002914585.1,CQ839_RS08715,1724,RR,PleD_VieA,0,"Response regulator, PleD_VieA family contains 1 Response_reg,1 GGDEF,1 EAL"
GCF_002914585.1,CQ839_RS08720,1725,HK,Hybrid,1,"Histidine kinase, Hybrid contains 1 Cache_1,1 HAMP,1 PAS_3,1 GAF,1 PAS_4,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS08905,1760,HK,Classic,1,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS09050,1787,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS09075,1792,HK,Classic,5,"Probable incomplete histidine kinase contains 1 CHASE2,1 HATPase_c"
GCF_002914585.1,CQ839_RS09375,1853,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS09615,1899,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 PAS_2,1 GAF,1 PHY,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS09820,1941,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 CBS,1 PAS,1 GAF,3 PAS_3,3 PAS_4,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS09955,1967,HK,Classic,1,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS10295,2034,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 GGDEF"
GCF_002914585.1,CQ839_RS10385,2051,HK,Classic,0,"Histidine kinase, Classic contains 2 PAS_4,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS10690,2111,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,3 PAS_4,1 GAF,3 PAS_3,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS10800,2134,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_002914585.1,CQ839_RS10880,2151,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCF_002914585.1,CQ839_RS10900,2155,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCF_002914585.1,CQ839_RS11060,2188,HK,Classic,0,"Probable incomplete histidine kinase contains 1 S_TKc,1 GAF,1 PAS,2 PAS_4,1 PAS_3,1 HATPase_c"
GCF_002914585.1,CQ839_RS11065,2189,HK,Classic,0,"Probable incomplete histidine kinase contains 1 Pkinase,1 GAF,4 PAS_3,2 PAS_4,1 PAS,1 HATPase_c"
GCF_002914585.1,CQ839_RS11070,2190,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS11075,2191,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS11080,2192,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 PAS_3,2 PAS_4,1 PAS,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS11085,2193,RR,PleD_VieA,0,"Response regulator, PleD_VieA family contains 1 Response_reg,1 GGDEF,1 EAL"
GCF_002914585.1,CQ839_RS11090,2194,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCF_002914585.1,CQ839_RS11145,2204,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 PAS_3,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS11270,2229,HK,Unorthodox,0,"Histidine kinase, Unorthodox contains 1 PAS,1 PAS_3,1 GAF,1 HisKA,1 HATPase_c,1 Response_reg,1 Hpt"
GCF_002914585.1,CQ839_RS11275,2230,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 GGDEF"
GCF_002914585.1,CQ839_RS11325,2240,HK,Hybrid,8,"Histidine kinase, Hybrid contains 1 MASE1,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS11330,2241,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg,1 PAS"
GCF_002914585.1,CQ839_RS11675,2306,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_2,1 GAF,1 PHY,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS11680,2307,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS11685,2308,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,1 PAS_3,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS11745,2320,HK,CheA,0,"Histidine kinase, CheA contains 1 Hpt,1 HATPase_c,1 CheW,1 Response_reg"
GCF_002914585.1,CQ839_RS11965,2364,HK,Hybrid,0,"Probable incomplete histidine kinase contains 1 Response_reg,1 HATPase_c"
GCF_002914585.1,CQ839_RS11970,2365,HK,Hybrid,3,"Histidine kinase, Hybrid contains 1 CHASE2,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS12010,2373,HK,Hybrid,0,"Histidine kinase, Hybrid contains 3 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS12135,2399,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 PAS_3,1 HisKA_2,1 HATPase_c"
GCF_002914585.1,CQ839_RS12260,2425,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,2 GAF,2 PAS_4,1 PAS_3,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS12315,2436,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS12530,2478,HK,Hybrid,1,"Histidine kinase, Hybrid contains 1 Cache_1,1 HAMP,2 PAS_3,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS12615,2495,HK,Hybrid,1,"Histidine kinase, Hybrid contains 1 Cache_1,1 HAMP,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS12925,2555,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS12950,2560,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS12955,2561,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS12960,2562,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,2 PAS_4,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS12965,2563,RR,OmpR,0,"Response regulator, OmpR family contains 2 Response_reg,1 Trans_reg_C,1 Hpt"
GCF_002914585.1,CQ839_RS13240,2618,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS13595,2689,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,2 HTH_LUXR"
GCF_002914585.1,CQ839_RS13640,2698,HK,Classic,0,"Histidine kinase, Classic contains 1 S_TKc,1 Arch_ATPase,1 GAF,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS13690,2707,RR,TrxB,0,"Response regulator, TrxB family contains 1 Response_reg,1 Pyr_redox"
GCF_002914585.1,CQ839_RS13695,2708,HK,Classic,0,"Probable incomplete histidine kinase contains 1 cNMP_binding,1 HATPase_c"
GCF_002914585.1,CQ839_RS13705,2710,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_002914585.1,CQ839_RS13710,2711,HK,Classic,0,"Histidine kinase, Classic contains 2 GAF,1 HisKA_3,1 HATPase_c"
GCF_002914585.1,CQ839_RS13780,2725,HK,Classic,0,Probable incomplete histidine kinase contains 1 HATPase_c
GCF_002914585.1,CQ839_RS13785,2726,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS13935,2756,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS13940,2757,HK,Hybrid,0,"Probable incomplete histidine kinase contains 1 Response_reg,1 HATPase_c"
GCF_002914585.1,CQ839_RS14180,2804,RR,unclassified,0,"Response regulator, unclassified contains 1 B12-binding,1 Response_reg"
GCF_002914585.1,CQ839_RS14560,2878,HK,Hybrid,2,"Histidine kinase, Hybrid contains 1 HAMP,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS14610,2888,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_002914585.1,CQ839_RS14615,2889,HK,Classic,2,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS14640,2894,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS14900,2946,HK,Classic,0,"Histidine kinase, Classic contains 1 S_TKc,1 GAF,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS14905,2947,HK,Hybrid,2,"Histidine kinase, Hybrid contains 1 HAMP,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS14930,2952,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,2 GAF,1 HisKA,1 HATPase_c,1 Guanylate_cyc"
GCF_002914585.1,CQ839_RS15495,3063,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_002914585.1,CQ839_RS15680,3100,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,1 PAC,1 PAS,1 GAF,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS15685,3101,RR,PleD_VieA,0,"Response regulator, PleD_VieA family contains 1 Response_reg,1 GGDEF,1 EAL"
GCF_002914585.1,CQ839_RS16185,3200,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCF_002914585.1,CQ839_RS16295,3222,HK,Unorthodox,0,"Histidine kinase, Unorthodox contains 2 Response_reg,1 PAS_4,1 HisKA,1 HATPase_c,1 Hpt"
GCF_002914585.1,CQ839_RS16300,3223,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS16305,3224,HK,Hybrid,0,"Histidine kinase, Hybrid contains 4 CBS,1 PAS_4,1 PAS_3,1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS16310,3225,RR,PleD_VieA,0,"Response regulator, PleD_VieA family contains 1 Response_reg,1 GGDEF,1 EAL"
GCF_002914585.1,CQ839_RS16445,3251,HK,Hybrid,5,"Histidine kinase, Hybrid contains 1 Cache_1,1 HAMP,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS16450,3252,RR,PleD_VieA,0,"Response regulator, PleD_VieA family contains 1 Response_reg,1 PAS_3,1 GGDEF,1 EAL"
GCF_002914585.1,CQ839_RS16750,3312,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS16755,3313,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_002914585.1,CQ839_RS16870,3336,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS16875,3337,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 GGDEF"
GCF_002914585.1,CQ839_RS16880,3338,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_002914585.1,CQ839_RS16995,3359,HK,Classic,1,"Histidine kinase, Classic contains 1 HAMP,2 GAF,1 PAS_4,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS17300,3419,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 GGDEF"
GCF_002914585.1,CQ839_RS17565,3474,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Cache_1,1 HAMP,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS17570,3475,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 PAS,1 GGDEF"
GCF_002914585.1,CQ839_RS17785,3520,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS18155,3593,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS18235,3609,HK,Classic,0,Probable incomplete histidine kinase contains 1 HATPase_c
GCF_002914585.1,CQ839_RS18240,3610,RR,CheY,0,"Response regulator, CheY family contains 1 REC"
GCF_002914585.1,CQ839_RS18425,3648,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCF_002914585.1,CQ839_RS18435,3650,HK,Unorthodox,0,"Histidine kinase, Unorthodox contains 3 Response_reg,1 HisKA,1 HATPase_c,1 Hpt"
GCF_002914585.1,CQ839_RS18440,3651,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 PAS_4,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_002914585.1,CQ839_RS18490,3660,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 PAS_3,1 HisKA,1 HATPase_c"
GCF_002914585.1,CQ839_RS18495,3661,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
