Table S3.5 HK domain architecture with corresponding categorical architecture of Antarctic cyanobacteria,,,,
organism_name,categorized_architecture,type,locus,domain_architecture
Argonema galeatum A003/A1,Receiver - Transmitter,Hybrid,LAY41_RS14860,Response_reg - HATPase_c
Argonema galeatum A003/A1,Receiver - Transmitter,Hybrid,LAY41_RS24820,Response_reg - HATPase_c
Argonema galeatum A003/A1,Receiver - Transmitter,Hybrid,LAY41_RS26530,Response_reg - HATPase_c
Argonema galeatum A003/A1,Receiver - Transmitter - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS15610,CheB_methylest - MeTrc - PAS_4 - PAS_4 - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Transmitter - Transmitter,Hybrid,LAY41_RS08930,Response_reg - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Transmitter - Transmitter,Hybrid,LAY41_RS12280,Response_reg - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Transmitter - Transmitter,Hybrid,LAY41_RS19480,Response_reg - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Transmitter - Transmitter,Hybrid,LAY41_RS20695,Response_reg - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Transmitter - Transmitter,Hybrid,LAY41_RS26045,Response_reg - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Transmitter - Transmitter,Hybrid,LAY41_RS26525,Response_reg - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Transmitter - Transmitter,Hybrid,LAY41_RS28455,Response_reg - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Linker - Transmitter - Transmitter,Classic,LAY41_RS09920,Cache_1 - HAMP - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Linker - Transmitter - Transmitter,Classic,LAY41_RS19420,CHASE4 - HAMP - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Linker - Transmitter - Transmitter,Classic,LAY41_RS05815,Cache_1 - HAMP - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Linker - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS08935,Cache_1 - HAMP - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Sensor - Linker - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS14855,Cache_1 - HAMP - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Sensor - Linker - Transmitter - Transmitter - Receiver - Transmitter - Adaptor,Hybrid,LAY41_RS05540,Cache_1 - HAMP - HisKA - HATPase_c - Response_reg - Guanylate_cyc - TPR_2
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS21990,PAS_3 - PAS_3 - PAS_3 - PAS_4 - PAS - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS28705,PAS - PAS_4 - PAS_3 - GAF - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS13590,PAS - PAS - PAS_3 - GAF - GAF - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS14520,CHASE - PAS - PAS - PAS_4 - PAS_4 - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS00645,PAS_4 - PAS_4 - PAS_4 - PAS_3 - GAF - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS06680,PAS_4 - PAS_4 - PAS - GAF - HisKA_2 - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS07195,GAF - GAF - PAS_3 - PAS_3 - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS15335,PAS - PAS - PAS_4 - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS16150,PAS_3 - PAS_4 - PAS_4 - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS17810,PAS - PAS_4 - PAS_3 - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS21605,CBS - CBS - CBS - CBS - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS31050,GAF - GAF - PAS_4 - PAS_3 - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver - Receiver - Transmitter,Unorthodox,LAY41_RS06600,CHASE - PAS - PAS_3 - GAF - HisKA - HATPase_c - Response_reg - Response_reg - Hpt
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Transmitter,Classic,LAY41_RS07120,GAF - GAF - GAF - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS31070,PAS_2 - GAF - PHY - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS08025,PAS_3 - GAF - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS09765,PAS_4 - PAS_4 - PAS_3 - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS16140,CHASE3 - PAS_3 - PAS_4 - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS18140,GAF - GAF - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS23340,PAS_4 - GAF - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS29250,PAS - PAS_4 - PAS_3 - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Sensor - Transmitter - Transmitter - Transmitter - Transmitter - Receiver - Receiver - Sensor - Sensor,Hybrid,LAY41_RS08955,PAS_4 - PAS_4 - PAS_4 - HisKA - HisKA - HATPase_c - HATPase_c - Response_reg - Response_reg - PAC - GAF
Argonema galeatum A003/A1,Sensor - Sensor - Transmitter,Classic,LAY41_RS01815,PAS - PAS_4 - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS11050,PAS_3 - PAS_4 - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS16030,GAF - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS20690,PAS_3 - PAS - HisKA_2 - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS01110,PAS - PAS_4 - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS26395,GAF - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS26685,MASE1 - PAS_3 - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS30110,PAS - PAS_3 - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS14265,PAS_4 - PAS_4 - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS31955,PAS_4 - GAF - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS06040,PAS - GAF - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Sensor - Sensor - Transmitter - Transmitter - Receiver - Transmitter,Unorthodox,LAY41_RS12225,GAF - PAS_4 - HisKA - HATPase_c - Response_reg - Hpt
Argonema galeatum A003/A1,Sensor - Transmitter,Classic,LAY41_RS16660,GAF - HisKA
Argonema galeatum A003/A1,Sensor - Transmitter,Classic,LAY41_RS22555,PAS_3 - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS11065,PAS_3 - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS11500,PAS - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS12935,GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS14295,GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS16835,PAS - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS19615,GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS19940,PAS_3 - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS21630,GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS26515,PAS_4 - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS27525,cNMP_binding - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS28360,GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS03465,PAS - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS04425,GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS04430,GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter,Classic,LAY41_RS04890,GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS14550,Cache_1 - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS18160,GAF - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS28745,CBS - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Sensor - Transmitter - Transmitter - Receiver - Receiver,Hybrid,LAY41_RS26405,PAS_4 - HisKA - HATPase_c - Response_reg - REC
Argonema galeatum A003/A1,Transmitter,Classic,LAY41_RS09160,HATPase_c
Argonema galeatum A003/A1,Transmitter,Classic,LAY41_RS02895,HATPase_c
Argonema galeatum A003/A1,Transmitter,Classic,LAY41_RS32690,HATPase_c
Argonema galeatum A003/A1,Transmitter - Receiver,Classic,LAY41_RS11765,HisKA - EAL
Argonema galeatum A003/A1,Transmitter - Sensor - Sensor - Transmitter,Classic,LAY41_RS11880,Pkinase - GAF - PAS_3 - HATPase_c
Argonema galeatum A003/A1,Transmitter - Sensor - Sensor - Transmitter,Classic,LAY41_RS05860,S_TKc - GAF - PAS_4 - HATPase_c
Argonema galeatum A003/A1,Transmitter - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS11965,S_TKc - GAF - PAS_3 - HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY41_RS26465,S_TKc - GAF - PAS_3 - HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS21410,S_TKc - GAF - PAS - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Transmitter - Sensor - Sensor - Transmitter - Transmitter - Receiver - Receiver,Hybrid,LAY41_RS26400,S_TKc - GAF - PAS_4 - HisKA - HATPase_c - Response_reg - REC
Argonema galeatum A003/A1,Transmitter - Sensor - Transmitter,Classic,LAY41_RS09290,Pkinase - GAF - HATPase_c
Argonema galeatum A003/A1,Transmitter - Sensor - Transmitter,Classic,LAY41_RS20155,S_TKc - GAF - HATPase_c
Argonema galeatum A003/A1,Transmitter - Sensor - Transmitter,Classic,LAY41_RS02445,Pkinase - GAF - HATPase_c
Argonema galeatum A003/A1,Transmitter - Sensor - Transmitter,Classic,LAY41_RS24315,S_TKc - GAF - HATPase_c
Argonema galeatum A003/A1,Transmitter - Sensor - Transmitter - Transmitter,Classic,LAY41_RS06610,Pkinase - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Sensor - Transmitter - Transmitter,Classic,LAY41_RS25085,S_TKc - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS14125,S_TKc - GAF - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Transmitter - Transmitter,Classic,LAY41_RS30620,HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter,Classic,LAY41_RS06800,HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter,Classic,LAY41_RS08585,HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter,Classic,LAY41_RS09165,HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter,Classic,LAY41_RS16065,HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter,Classic,LAY41_RS17635,HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter,Classic,LAY41_RS18135,HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter,Classic,LAY41_RS18770,HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter,Classic,LAY41_RS20435,HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter,Classic,LAY41_RS25360,HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter,Classic,LAY41_RS29060,HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter,Classic,LAY41_RS29985,HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter,Classic,LAY41_RS05105,HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter - Receiver - Receiver,Hybrid,LAY41_RS25980,HisKA - HATPase_c - Response_reg - Response_reg
Argonema galeatum A003/A1,Transmitter - Transmitter - Receiver - Receiver - Transmitter,Unorthodox,LAY41_RS29770,HisKA - HATPase_c - Response_reg - Response_reg - Hpt
Argonema galeatum A003/A1,Transmitter - Transmitter - Sensor - Transmitter,Classic,LAY41_RS11885,Pkinase - Arch_ATPase - GAF - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter - Sensor - Transmitter - Transmitter,Classic,LAY41_RS24825,S_TKc - Arch_ATPase - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,LAY41_RS10215,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Argonema galeatum A003/A1,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,LAY41_RS13490,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Argonema galeatum A003/A1,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,LAY41_RS14940,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Argonema galeatum A003/A1,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,LAY41_RS31890,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Argonema galeatum A003/A1,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,LAY41_RS00720,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Argonema galeatum A003/A1,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,LAY41_RS28305,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Argonema galeatum A003/A1,Transmitter - Transmitter - Transmitter - Transmitter - Receiver - Sensor - Sensor - Sensor - Sensor - Sensor,Hybrid,LAY41_RS25045,HisKA - HisKA - HATPase_c - HATPase_c - Response_reg - PAS_3 - PAS_3 - PAS - PAS_4 - GAF
Phormidesmis priestleyi,Linker - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,DCF14_00840,HAMP - PAS - PAS - PAS_3 - PAS_3 - PAS_3 - PAS_4 - PAS_4 - PAS_4 - HisKA - HATPase_c
Phormidesmis priestleyi,Linker - Sensor - Transmitter - Transmitter,Classic,DCF14_01800,HAMP - PAS - HisKA - HATPase_c
Phormidesmis priestleyi,Linker - Transmitter - Transmitter,Classic,DCF14_11165,HAMP - HisKA - HATPase_c
Phormidesmis priestleyi,Linker - Transmitter - Transmitter,Classic,DCF14_12135,HAMP - HisKA - HATPase_c
Phormidesmis priestleyi,Linker - Transmitter - Transmitter,Classic,DCF14_18530,HAMP - HisKA - HATPase_c
Phormidesmis priestleyi,Receiver - Receiver - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,DCF14_12835,Response_reg - Response_reg - PAS_4 - PAS_4 - GAF - GAF - PAS_3 - PAS - HisKA - HATPase_c
Phormidesmis priestleyi,Receiver - Receiver - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,DCF14_10065,Response_reg - Response_reg - GAF - PAS_3 - PAS_3 - PAS_3 - HisKA - HATPase_c
Phormidesmis priestleyi,Receiver - Receiver - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,DCF14_15085,Response_reg - Response_reg - PAS - PAS_4 - PAS_3 - HisKA - HATPase_c
Phormidesmis priestleyi,Receiver - Receiver - Sensor - Sensor - Transmitter - Transmitter,Hybrid,DCF14_22290,Response_reg - Response_reg - PAS_4 - PAS_4 - HisKA - HATPase_c
Phormidesmis priestleyi,Receiver - Receiver - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,DCF14_06940,Response_reg - Response_reg - GAF - GAF - HisKA - HATPase_c - CYCc
Phormidesmis priestleyi,Receiver - Receiver - Sensor - Transmitter - Transmitter,Hybrid,DCF14_19575,Response_reg - Response_reg - PAS - HisKA - HATPase_c
Phormidesmis priestleyi,Receiver - Receiver - Sensor - Transmitter - Transmitter,Hybrid,DCF14_05095,Response_reg - Response_reg - PAS_3 - HisKA - HATPase_c
Phormidesmis priestleyi,Receiver - Receiver - Transmitter - Transmitter,Hybrid,DCF14_15080,Response_reg - Response_reg - HisKA - HATPase_c
Phormidesmis priestleyi,Receiver - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,DCF14_24450,Response_reg - PAS_3 - PAS_4 - GAF - GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Receiver - Sensor - Transmitter - Transmitter,Hybrid,DCF14_00510,Response_reg - PAS_4 - HisKA - HATPase_c
Phormidesmis priestleyi,Receiver - Transmitter - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,DCF14_07970,CheB_methylest - MeTrc - PAS_4 - PAS - HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi,Receiver - Transmitter - Transmitter,Hybrid,DCF14_00360,Response_reg - HisKA - HATPase_c
Phormidesmis priestleyi,Receiver - Transmitter - Transmitter,Hybrid,DCF14_00930,Response_reg - HisKA - HATPase_c
Phormidesmis priestleyi,Receiver - Transmitter - Transmitter,Hybrid,DCF14_15685,Response_reg - HisKA_3 - HATPase_c
Phormidesmis priestleyi,Receiver - Transmitter - Transmitter,Hybrid,DCF14_16850,Response_reg - HisKA - HATPase_c
Phormidesmis priestleyi,Receiver - Transmitter - Transmitter,Hybrid,DCF14_04225,Response_reg - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Linker - Sensor - Transmitter - Transmitter,Classic,DCF14_14225,Cache_1 - HAMP - GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Linker - Sensor - Transmitter - Transmitter,Classic,DCF14_15070,Cache_1 - HAMP - PAS_4 - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Linker - Sensor - Transmitter - Transmitter - Receiver,Hybrid,DCF14_15680,Cache_1 - HAMP - PAS_4 - HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi,Sensor - Linker - Sensor - Transmitter - Transmitter - Receiver - Receiver - Receiver,Hybrid,DCF14_09295,CHASE3 - HAMP - GAF - HisKA - HATPase_c - Response_reg - Response_reg - Response_reg
Phormidesmis priestleyi,Sensor - Linker - Transmitter - Transmitter,Classic,DCF14_19945,CHASE4 - HAMP - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,DCF14_15310,GAF - GAF - GAF - PAS_4 - PAS_4 - PAS_3 - PAS_3 - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,DCF14_16855,GAF - PAS - PAS_3 - HisKA_2 - HATPase_c
Phormidesmis priestleyi,Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,DCF14_04815,PAS_3 - PAS_3 - PAS_3 - HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi,Sensor - Sensor - Transmitter,Classic,DCF14_16950,GAF - PAS - HisKA
Phormidesmis priestleyi,Sensor - Sensor - Transmitter,Classic,DCF14_02920,GAF - GAF - HATPase_c
Phormidesmis priestleyi,Sensor - Sensor - Transmitter - Transmitter,Classic,DCF14_09870,PAC - GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Sensor - Transmitter - Transmitter,Classic,DCF14_16880,GAF - GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Sensor - Transmitter - Transmitter,Classic,DCF14_01515,PAS - PAS_4 - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Sensor - Transmitter - Transmitter,Classic,DCF14_19565,GAF - GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Sensor - Transmitter - Transmitter,Classic,DCF14_22815,PAS - GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Sensor - Transmitter - Transmitter,Classic,DCF14_05085,PAS_3 - PAS_3 - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Sensor - Transmitter - Transmitter,Classic,DCF14_07935,MASE1 - GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,DCF14_17180,PAS - PAS - HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi,Sensor - Sensor - Transmitter - Transmitter - Receiver - Receiver,Hybrid,DCF14_21505,CBS - CBS - HisKA - HATPase_c - Response_reg - REC
Phormidesmis priestleyi,Sensor - Sensor - Transmitter - Transmitter - Transmitter - Transmitter - Receiver - Receiver,Hybrid,DCF14_22640,PAS_4 - PAS_4 - HisKA - HisKA - HATPase_c - HATPase_c - Response_reg - Response_reg
Phormidesmis priestleyi,Sensor - Transmitter,Classic,DCF14_19610,CHASE2 - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter,Classic,DCF14_24180,CHASE2 - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter,Classic,DCF14_09450,GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter,Classic,DCF14_11230,GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter,Classic,DCF14_11985,GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter,Classic,DCF14_14210,GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter,Classic,DCF14_18295,GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter,Classic,DCF14_19000,CHASE3 - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter,Classic,DCF14_20335,GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter,Classic,DCF14_03970,Cache_1 - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter,Classic,DCF14_24205,GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter,Classic,DCF14_06695,GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter,Classic,DCF14_06900,GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter,Classic,DCF14_07455,PAS_4 - HisKA - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter,Classic,DCF14_08010,PAS_4 - HisKA_2 - HATPase_c
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter - Adaptor - Receiver,CheA,DCF14_10905,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Phormidesmis priestleyi,Sensor - Transmitter - Transmitter - Receiver,Hybrid,DCF14_20350,PAS - HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi,Transmitter,Classic,DCF14_10845,HATPase_c
Phormidesmis priestleyi,Transmitter,Classic,DCF14_21470,HATPase_c
Phormidesmis priestleyi,Transmitter - Sensor - Sensor - Transmitter - Transmitter,Classic,DCF14_00340,S_TKc - GAF - PAS_3 - HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Sensor - Transmitter - Transmitter,Classic,DCF14_15695,Pkinase - GAF - HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter,Classic,DCF14_09680,HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter,Classic,DCF14_13790,HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter,Classic,DCF14_14870,HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter,Classic,DCF14_15000,HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter,Classic,DCF14_15305,HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter,Classic,DCF14_15765,HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter,Classic,DCF14_16285,HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter,Classic,DCF14_01640,HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter,Classic,DCF14_16955,HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter,Classic,DCF14_17845,HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter,Classic,DCF14_22485,HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter,Classic,DCF14_22965,HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter,Classic,DCF14_05180,HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter,Classic,DCF14_07520,HisKA - HATPase_c
Phormidesmis priestleyi,Transmitter - Transmitter - Receiver,Hybrid,DCF14_00935,HisKA - HATPase_c - Response_reg
